0	5.797461136527684
1	5.030571444598949
2	4.556520286965485
3	4.215520957817778
4	4.010316675987797
5	3.880362969089821
6	3.816462703373121
7	3.692494175860271
8	3.6367522645111823
9	3.653451669619279
10	3.6062179107021017
11	3.4957861629661156
12	3.479828889819159
13	3.4403432498231603
14	3.569326110508131
15	3.4177859134720143
16	3.4005619149277178
17	3.354262824219782
18	3.3333750905622033
19	3.330571729203929
20	3.330898431764133
21	3.345849901005842
22	3.2702495539245975
23	3.286139108132625
24	3.3057921491383353
25	3.2670130712398584
26	3.2556667172390483
27	3.281399481538413
28	3.2334959725826833
29	3.2227006891499395
30	3.122259281683659
31	3.1010478239704447
32	3.107929205548936
33	3.0857788859934048
34	3.0843215345760475
35	3.0651772505995156
36	3.0820578549795106
37	3.06958488277767
38	3.0720797805970417
39	3.0617620495782383
40	3.058031329210254
41	3.061978076391174
42	3.0600602747737495
43	3.0567766186119854
44	3.0753259716402503
45	3.0577328608231844
46	3.0421694407716466
47	3.053754838768411
48	3.0488021085803636
49	3.049299760717125
